0.000000000000000000e+00,-2.275943999999999797e-03
2.010050251256281506e-01,-2.377510000000000213e-03
4.020100502512563012e-01,-1.343727000000000072e-03
6.030150753768844796e-01,-1.906633000000000026e-03
8.040201005025126024e-01,-1.971244999999999942e-03
1.005025125628140836e+00,-1.919270000000000047e-03
1.206030150753768959e+00,-3.350735000000000085e-03
1.407035175879397082e+00,-3.786325000000000107e-03
1.608040201005025205e+00,-3.583431000000000203e-03
1.809045226130653328e+00,-3.300904999999999812e-03
2.010050251256281673e+00,-3.545046000000000048e-03
2.211055276381909795e+00,-3.874302000000000041e-03
2.412060301507537918e+00,-2.009153000000000067e-03
2.613065326633166041e+00,-3.887414999999999968e-03
2.814070351758794164e+00,-3.869772000000000056e-03
3.015075376884422287e+00,-3.913403000000000194e-03
3.216080402010050410e+00,-3.782988000000000149e-03
3.417085427135678533e+00,-4.012584999999999937e-03
3.618090452261306655e+00,-2.042055000000000085e-03
3.819095477386934778e+00,-4.275084000000000176e-03
4.020100502512563345e+00,-4.725217999999999779e-03
4.221105527638191468e+00,-3.804922000000000078e-03
4.422110552763819591e+00,-4.154920999999999788e-03
4.623115577889447714e+00,-4.421711000000000044e-03
4.824120603015075837e+00,-2.415418999999999813e-03
5.025125628140703959e+00,-4.637717999999999875e-03
5.226130653266332082e+00,-4.376650000000000158e-03
5.427135678391960205e+00,-4.723787000000000125e-03
5.628140703517588328e+00,-4.228354000000000140e-03
5.829145728643216451e+00,-4.899739999999999651e-03
6.030150753768844574e+00,-2.346276999999999911e-03
6.231155778894472697e+00,-4.680156999999999894e-03
6.432160804020100819e+00,-4.877806000000000156e-03
6.633165829145728942e+00,-5.218982999999999955e-03
6.834170854271357065e+00,-4.683495000000000193e-03
7.035175879396985188e+00,-4.604340000000000169e-03
7.236180904522613311e+00,-5.118608000000000186e-03
7.437185929648241434e+00,-1.056314000000000038e-02
7.638190954773869557e+00,-4.876374999999999633e-03
7.839195979899497679e+00,-4.747867999999999707e-03
8.040201005025126690e+00,-1.991510000000000155e-03
8.241206030150754813e+00,-4.947423999999999746e-03
8.442211055276382936e+00,-3.625393000000000192e-03
8.643216080402011059e+00,-5.098819999999999568e-03
8.844221105527639182e+00,-4.848718999999999599e-03
9.045226130653267305e+00,-5.051612999999999937e-03
9.246231155778895427e+00,-2.053260999999999802e-03
9.447236180904523550e+00,-2.668619000000000113e-03
9.648241206030151673e+00,-5.301237000000000310e-03
9.849246231155779796e+00,-1.141000000000000000e-02
1.005025125628140792e+01,-4.654407999999999636e-03
1.025125628140703604e+01,-4.986286000000000364e-03
1.045226130653266416e+01,-2.286195999999999888e-03
1.065326633165829229e+01,-1.975297999999999898e-03
1.085427135678392041e+01,-2.209902000000000134e-03
